Mes,Pais,Pais_join,Nivel tecnologico,fob_total,kg_total
11,Armenia,ARMENIA,Bienes primarios,16270.94,2739
11,Australia,AUSTRALIA,Bienes primarios,6898794.04,747243.49
11,Australia,AUSTRALIA,Manufacturas basadas en recursos naturales,548822.45,172943.42
11,Australia,AUSTRALIA,Manufacturas de alta tecnología,6035.1500000000005,955.74
11,Australia,AUSTRALIA,Manufacturas de baja tecnología,208294.32,2514.75
11,Australia,AUSTRALIA,Manufacturas de tecnología media,168597.57,5430.53
11,Australia,AUSTRALIA,Otras transacciones,397.03,220.89
11,Austria,AUSTRIA,Bienes primarios,93339.01,10361.02
11,Austria,AUSTRIA,Manufacturas de alta tecnología,9684.05,282
11,Austria,AUSTRIA,Manufacturas de baja tecnología,26994.32,285.38
11,Austria,AUSTRIA,Manufacturas de tecnología media,8488,2000
11,Azerbaiján,AZERBAIJAN,Bienes primarios,13732.95,2850
11,Bahamas,BAHAMAS,Bienes primarios,1789.1,1257
11,Bahamas,BAHAMAS,Manufacturas basadas en recursos naturales,102845.80000000002,43059.16
11,Bahamas,BAHAMAS,Manufacturas de alta tecnología,148914,12723
11,Bahamas,BAHAMAS,Manufacturas de baja tecnología,52608.42,555.22
11,Bahamas,BAHAMAS,Manufacturas de tecnología media,66653.28,2511.75
11,Bahrein,BAHREIN,Bienes primarios,43694.58,7684.82
11,Barbados,BARBADOS,Bienes primarios,38398.520000000004,2668.08
11,Barbados,BARBADOS,Manufacturas basadas en recursos naturales,439524.12,709359.99
11,Barbados,BARBADOS,Manufacturas de alta tecnología,160.9,23.87
11,Barbados,BARBADOS,Manufacturas de baja tecnología,289249.72000000003,15835.74
11,Barbados,BARBADOS,Manufacturas de tecnología media,34496.96,8868.97
11,Belarus,BELARUS,Bienes primarios,156281.97,35049.02
11,Belice,BELICE,Bienes primarios,81480.84,2661.6
11,Belice,BELICE,Manufacturas basadas en recursos naturales,5201.6,20000
11,Belice,BELICE,Manufacturas de alta tecnología,19920,53.56
11,Belice,BELICE,Manufacturas de baja tecnología,41874.36,10108.69
11,Belice,BELICE,Manufacturas de tecnología media,136925.74,19534
11,Benín,BENIN,Manufacturas de baja tecnología,38100,559.5
11,Bolivia,BOLIVIA,Bienes primarios,118486.88,54933.2
11,Bolivia,BOLIVIA,Manufacturas basadas en recursos naturales,1773390.89,1151724.25
11,Bolivia,BOLIVIA,Manufacturas de alta tecnología,523778.75,11648.08
11,Bolivia,BOLIVIA,Manufacturas de baja tecnología,1016908.58,107262.74
11,Bolivia,BOLIVIA,Manufacturas de tecnología media,2172021.51,409261.17
11,Bolivia,BOLIVIA,Otras transacciones,18947.45,3951.39
11,Bosnia Y Herzegovina,BOSNIA Y HERZEGOVINA,Bienes primarios,18777,4643.5
11,Brasil,BRASIL,Bienes primarios,36773217.03,425823123.8
11,Brasil,BRASIL,Manufacturas basadas en recursos naturales,34642390.85,98168033.5
11,Brasil,BRASIL,Manufacturas de alta tecnología,1273051.76,25038.75
11,Brasil,BRASIL,Manufacturas de baja tecnología,4113195.37,988265.54
11,Brasil,BRASIL,Manufacturas de tecnología media,66218660.96,53103441.2
11,Brunéi Darussalam,BRUNEI DARUSSALAM,Manufacturas de tecnología media,7287.110000000001,27
11,Bulgaria,BULGARIA,Bienes primarios,33730.2,8777.380000000001
11,Bulgaria,BULGARIA,Manufacturas basadas en recursos naturales,31925.88,15498
11,Bulgaria,BULGARIA,Manufacturas de baja tecnología,30,23
11,Bulgaria,BULGARIA,Otras transacciones,16,10.3
11,Bélgica,BELGICA,Bienes primarios,70770827.14,92260385.25
11,Bélgica,BELGICA,Manufacturas basadas en recursos naturales,1670697.02,7276878
11,Bélgica,BELGICA,Manufacturas de baja tecnología,40012.95,2969.4500000000003
11,Bélgica,BELGICA,Manufacturas de tecnología media,957653.8,308640.41
11,Cabo Verde,CABO VERDE,Bienes primarios,11984.2,2967
11,Cabo Verde,CABO VERDE,Manufacturas basadas en recursos naturales,54742.4,45582.56
11,Camerún,CAMERUN,Manufacturas de baja tecnología,71401.32,17354.2
11,Canadá,CANADA,Bienes primarios,60505664.08,129601323.22
11,Canadá,CANADA,Manufacturas basadas en recursos naturales,3812231.1,2621490.86
11,Canadá,CANADA,Manufacturas de alta tecnología,207210.07,21561.95
11,Canadá,CANADA,Manufacturas de baja tecnología,2353102.18,247114.65
11,Canadá,CANADA,Manufacturas de tecnología media,1472177.45,567659.27
11,Canadá,CANADA,Otras transacciones,52234961.9,753.21
11,Chile,CHILE,Bienes primarios,31487907.29,316536349.05
11,Chile,CHILE,Manufacturas basadas en recursos naturales,12285900.28,16871972.66
11,Chile,CHILE,Manufacturas de alta tecnología,3177092.39,1463573.1199999999
11,Chile,CHILE,Manufacturas de baja tecnología,7072329.45,2071204.24
11,Chile,CHILE,Manufacturas de tecnología media,25508334.59,3945434.19
11,Chile,CHILE,Otras transacciones,355473.36,23971.47
11,China,CHINA,Bienes primarios,42873293.3,11811350.22
11,China,CHINA,Manufacturas basadas en recursos naturales,22849502.78,3264856.34
11,China,CHINA,Manufacturas de alta tecnología,208994.75999999998,5277.52
11,China,CHINA,Manufacturas de baja tecnología,972930.67,77532.68
11,China,CHINA,Manufacturas de tecnología media,25021017.86,7630652.31
11,China,CHINA,Otras transacciones,35.96,42.52
11,Chipre,CHIPRE,Bienes primarios,4731,354
11,Colombia,COLOMBIA,Bienes primarios,172660.72999999998,7388.99
11,Colombia,COLOMBIA,Manufacturas basadas en recursos naturales,331341.52,36566.7
11,Colombia,COLOMBIA,Manufacturas de alta tecnología,27477.34,338.4
11,Colombia,COLOMBIA,Manufacturas de baja tecnología,298354.48,3275.67
11,Colombia,COLOMBIA,Manufacturas de tecnología media,212.70000000000002,3.5599999999999996
11,Colombia,COLOMBIA,Otras transacciones,515.3000000000001,12.3
11,Corea del Norte,COREA DEL NORTE,Bienes primarios,3753,814
11,Corea del Sur,COREA DEL SUR,Bienes primarios,79439159.11,725268334.4
11,Corea del Sur,COREA DEL SUR,Manufacturas basadas en recursos naturales,1748295.51,245803.31999999998
11,Corea del Sur,COREA DEL SUR,Manufacturas de alta tecnología,587,80.35
11,Corea del Sur,COREA DEL SUR,Manufacturas de baja tecnología,16420.03,356.01
11,Corea del Sur,COREA DEL SUR,Manufacturas de tecnología media,3301756.17,1066811.4
11,Corea del Sur,COREA DEL SUR,Otras transacciones,1.4,4.430000000000001
11,Costa De Marfil,COSTA DE MARFIL,Bienes primarios,45328906,110159154
11,Costa De Marfil,COSTA DE MARFIL,Manufacturas basadas en recursos naturales,464837.85,275669.76
11,Costa De Marfil,COSTA DE MARFIL,Manufacturas de alta tecnología,100948.42,494.95
11,Costa De Marfil,COSTA DE MARFIL,Manufacturas de baja tecnología,136136,49913
11,Costa Rica,COSTA RICA,Bienes primarios,2117597.6,1258161.86
11,Costa Rica,COSTA RICA,Manufacturas basadas en recursos naturales,6486773.88,4594785.62
11,Costa Rica,COSTA RICA,Manufacturas de alta tecnología,1765473.66,149631.47
11,Costa Rica,COSTA RICA,Manufacturas de baja tecnología,8557340.55,1646509.35
11,Costa Rica,COSTA RICA,Manufacturas de tecnología media,10869149.120000001,2729764.44
11,Costa Rica,COSTA RICA,Otras transacciones,78974.06999999999,5863.969999999999
11,Croacia,CROACIA,Bienes primarios,18714.4,1450.5
11,Cuba,CUBA,Bienes primarios,862906.51,511980.79
11,Cuba,CUBA,Manufacturas basadas en recursos naturales,2036948.05,1397733.78
11,Cuba,CUBA,Manufacturas de alta tecnología,719781.44,22683.5
11,Cuba,CUBA,Manufacturas de baja tecnología,669843.62,296709.86
11,Cuba,CUBA,Manufacturas de tecnología media,343225.71,264085.22
11,Cuba,CUBA,Otras transacciones,257.01,394.85
11,Dinamarca,DINAMARCA,Bienes primarios,162409.56,90480.58
11,Dinamarca,DINAMARCA,Manufacturas basadas en recursos naturales,45457.2,12960
11,Dinamarca,DINAMARCA,Manufacturas de tecnología media,2818.65,0.37
11,Dominica,DOMINICA,Bienes primarios,10893,446.4
11,Dominica,DOMINICA,Manufacturas basadas en recursos naturales,53116.58,17916.62
11,Dominica,DOMINICA,Manufacturas de baja tecnología,58781.100000000006,654.76
11,Dominica,DOMINICA,Otras transacciones,4,7
11,Ecuador,ECUADOR,Bienes primarios,11667117.36,5145280.85
11,Ecuador,ECUADOR,Manufacturas basadas en recursos naturales,28993520.76,25555342.45
11,Ecuador,ECUADOR,Manufacturas de alta tecnología,12471510.91,1816811.03
11,Ecuador,ECUADOR,Manufacturas de baja tecnología,25489818.17,4432468.6
11,Ecuador,ECUADOR,Manufacturas de tecnología media,57363832.73,15671715.11
11,Ecuador,ECUADOR,Otras transacciones,2290591.85,140898.41
11,Egipto,EGIPTO,Bienes primarios,804484.9299999999,125362.26
11,Egipto,EGIPTO,Manufacturas de alta tecnología,10396.68,164.26
11,Egipto,EGIPTO,Manufacturas de baja tecnología,10672.46,6110.89
11,Egipto,EGIPTO,Manufacturas de tecnología media,185091.58,51608.8
11,El Salvador,EL SALVADOR,Bienes primarios,613247.5800000001,50001.15
11,El Salvador,EL SALVADOR,Manufacturas basadas en recursos naturales,3129508.65,2746427.3
11,El Salvador,EL SALVADOR,Manufacturas de alta tecnología,5755352.24,144182.95
11,El Salvador,EL SALVADOR,Manufacturas de baja tecnología,2642513.03,565939.11
11,El Salvador,EL SALVADOR,Manufacturas de tecnología media,5558741.22,1271403.25
11,El Salvador,EL SALVADOR,Otras transacciones,273078.27999999997,60284.9
11,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Bienes primarios,11553086.959999999,1118929.56
11,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas basadas en recursos naturales,823099.53,75467.5
11,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas de alta tecnología,1297279.17,21220.83
11,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas de baja tecnología,343323.9,1599.61
11,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Manufacturas de tecnología media,167784.36000000002,5556.82
11,Emiratos Árabes Unidos,EMIRATOS ARABES UNIDOS,Otras transacciones,18811397.63,783.21
11,Eslovaquia,ESLOVAQUIA,Bienes primarios,106492.35,68589
11,Eslovenia,ESLOVENIA,Bienes primarios,5127234.080000001,9380909.27
11,España,ESPANA,Bienes primarios,39995422.5,120633033.48
11,España,ESPANA,Manufacturas basadas en recursos naturales,21134079.91,20811640.069999997
11,España,ESPANA,Manufacturas de alta tecnología,36220.54,3279.41
11,España,ESPANA,Manufacturas de baja tecnología,1517018.55,252426.13999999998
11,España,ESPANA,Manufacturas de tecnología media,4572420.37,1089680.65
11,España,ESPANA,Otras transacciones,97844.2,10132.109999999999
11,Estados Unidos,ESTADOS UNIDOS,Bienes primarios,495557660.4399999,206882026.29
11,Estados Unidos,ESTADOS UNIDOS,Manufacturas basadas en recursos naturales,80933310.66,52681169.86
11,Estados Unidos,ESTADOS UNIDOS,Manufacturas de alta tecnología,52929852.48,3982227.48
11,Estados Unidos,ESTADOS UNIDOS,Manufacturas de baja tecnología,91455515.7900001,14024056.89
11,Estados Unidos,ESTADOS UNIDOS,Manufacturas de tecnología media,28116376.11,8024458.57
11,Estados Unidos,ESTADOS UNIDOS,Otras transacciones,103958114.78999999,1403867.25
11,Estonia,ESTONIA,Bienes primarios,2094362.1900000002,304254.2
11,Estonia,ESTONIA,Manufacturas basadas en recursos naturales,15690.2,460
11,Estonia,ESTONIA,Manufacturas de baja tecnología,38934,945
11,Etiopía,ETIOPIA,Manufacturas basadas en recursos naturales,11250,25000
11,Fidji,FIDJI,Manufacturas basadas en recursos naturales,45423.68,22431.95
11,Filipinas,FILIPINAS,Bienes primarios,68931.95,21702
11,Filipinas,FILIPINAS,Manufacturas basadas en recursos naturales,15555,520
11,Filipinas,FILIPINAS,Manufacturas de alta tecnología,615702.81,20305.18
11,Filipinas,FILIPINAS,Manufacturas de tecnología media,2837.01,605.25
11,Finlandia,FINLANDIA,Bienes primarios,12383642.78,2535022.6599999997
11,Finlandia,FINLANDIA,Manufacturas basadas en recursos naturales,1470978.67,6830705
11,Francia,FRANCIA,Bienes primarios,14668340.77,10082203.37
11,Francia,FRANCIA,Manufacturas basadas en recursos naturales,11245947.77,18378830.73
11,Francia,FRANCIA,Manufacturas de alta tecnología,45187.5,157.3
11,Francia,FRANCIA,Manufacturas de baja tecnología,170248.31,3655.4
11,Francia,FRANCIA,Manufacturas de tecnología media,374239.36,13050.66
11,Francia,FRANCIA,Otras transacciones,826.74,150.88
11,Gabón,GABON,Bienes primarios,73949.37000000001,28000
11,Gabón,GABON,Manufacturas basadas en recursos naturales,150621.84,92464.89
11,Georgia,GEORGIA,Bienes primarios,26181.04,4755
11,Ghana,GHANA,Manufacturas basadas en recursos naturales,49240.32,22203.2
11,Ghana,GHANA,Manufacturas de alta tecnología,1530,46.5
11,Ghana,GHANA,Manufacturas de baja tecnología,170528.48,47689.01
11,Ghana,GHANA,Manufacturas de tecnología media,94790.11,30337.59
11,Grecia,GRECIA,Bienes primarios,2256127.69,971013.3
11,Grecia,GRECIA,Manufacturas basadas en recursos naturales,258777.5,181608
11,Grecia,GRECIA,Manufacturas de tecnología media,149231.86,50550
11,Guatemala,GUATEMALA,Bienes primarios,10824103.620000001,130905119.33
11,Guatemala,GUATEMALA,Manufacturas basadas en recursos naturales,4729738.55,3170754.3
11,Guatemala,GUATEMALA,Manufacturas de alta tecnología,3499950.68,284167.36
11,Guatemala,GUATEMALA,Manufacturas de baja tecnología,7523976.26,1267211.21
11,Guatemala,GUATEMALA,Manufacturas de tecnología media,13635241.1,3547430.84
11,Guatemala,GUATEMALA,Otras transacciones,277192.27,22215.18
11,Guinea,GUINEA,Manufacturas basadas en recursos naturales,119649.57,69550.85
11,Guinea Bissau,GUINEA BISSAU,Manufacturas basadas en recursos naturales,39718,21788.16
11,Guinea Bissau,GUINEA BISSAU,Manufacturas de baja tecnología,165.5,47.3
11,Guinea Bissau,GUINEA BISSAU,Otras transacciones,6.8,97.92
11,Guyana,GUYANA,Bienes primarios,360.46,73.59
11,Guyana,GUYANA,Manufacturas basadas en recursos naturales,1656850.0599999998,2861633.55
11,Guyana,GUYANA,Manufacturas de alta tecnología,280613.63,4150.6
11,Guyana,GUYANA,Manufacturas de baja tecnología,348164.5,62065.3
11,Guyana,GUYANA,Manufacturas de tecnología media,5782758.0200000005,356551.45
11,Haití,HAITI,Bienes primarios,29144.96,25420
11,Haití,HAITI,Manufacturas basadas en recursos naturales,2821849.8699999996,5126830.66
11,Haití,HAITI,Manufacturas de baja tecnología,25644.27,3921.09
11,Haití,HAITI,Manufacturas de tecnología media,211486.6,132479.76
11,Haití,HAITI,Otras transacciones,5.5,0.21
11,Honduras,HONDURAS,Bienes primarios,385919.73,34420.11
11,Honduras,HONDURAS,Manufacturas basadas en recursos naturales,1513661.5,754694.77
11,Honduras,HONDURAS,Manufacturas de alta tecnología,804166.64,80750.86
11,Honduras,HONDURAS,Manufacturas de baja tecnología,2475700.86,372560.1
11,Honduras,HONDURAS,Manufacturas de tecnología media,5939283.22,1626976.6
11,Honduras,HONDURAS,Otras transacciones,167473.50999999998,35615.58
11,Hungría,HUNGRIA,Bienes primarios,213966.41999999998,26770.46
11,Hungría,HUNGRIA,Manufacturas basadas en recursos naturales,31551.559999999998,13973.42
11,Hungría,HUNGRIA,Manufacturas de alta tecnología,17552.24,5.1
11,Hungría,HUNGRIA,Manufacturas de baja tecnología,60,317
11,India,INDIA,Bienes primarios,21098479.35,165813982.05
11,India,INDIA,Manufacturas basadas en recursos naturales,8140927.98,19595080
11,India,INDIA,Manufacturas de alta tecnología,126241,717.36
11,India,INDIA,Manufacturas de baja tecnología,17437.84,5200
11,India,INDIA,Manufacturas de tecnología media,1785772.7,1531482.89
11,India,INDIA,Otras transacciones,48436214.67,419.92
11,Indonesia,INDONESIA,Bienes primarios,1316.6,304.6
11,Indonesia,INDONESIA,Manufacturas de alta tecnología,216980.95,10075.39
11,Indonesia,INDONESIA,Manufacturas de baja tecnología,447185.2,69768
11,Indonesia,INDONESIA,Manufacturas de tecnología media,152524.66,78233
11,Irak,IRAK,Bienes primarios,9373373.100000001,3868570
11,Irak,IRAK,Manufacturas basadas en recursos naturales,78588.54000000001,33507.63
11,Irak,IRAK,Manufacturas de alta tecnología,119237.05,1790
11,Irak,IRAK,Manufacturas de tecnología media,14364.19,180.75
11,Irlanda,IRLANDA,Bienes primarios,2533948.2199999997,2429177
11,Irlanda,IRLANDA,Manufacturas basadas en recursos naturales,76372.51,21021.2
11,Irlanda,IRLANDA,Manufacturas de alta tecnología,9100.01,51.3
11,Israel,ISRAEL,Bienes primarios,4310783.859999999,543883.92
11,Israel,ISRAEL,Manufacturas basadas en recursos naturales,130651.36,74087.32
11,Israel,ISRAEL,Manufacturas de alta tecnología,2436,0.2
11,Israel,ISRAEL,Manufacturas de baja tecnología,37640.65,5410.29
11,Israel,ISRAEL,Manufacturas de tecnología media,921540,40764
11,Italia,ITALIA,Bienes primarios,29618784.89,44156013.14
11,Italia,ITALIA,Manufacturas basadas en recursos naturales,907538.6699999999,301048.49
11,Italia,ITALIA,Manufacturas de alta tecnología,4715.83,1255.44
11,Italia,ITALIA,Manufacturas de baja tecnología,298523.43,15972.03
11,Italia,ITALIA,Manufacturas de tecnología media,1314726.5099999998,403707.1
11,Italia,ITALIA,Otras transacciones,47783403.88,824.16
11,Jamaica,JAMAICA,Bienes primarios,112509.25,80138
11,Jamaica,JAMAICA,Manufacturas basadas en recursos naturales,1021471.53,1334264.44
11,Jamaica,JAMAICA,Manufacturas de alta tecnología,163418.88,27654.69
11,Jamaica,JAMAICA,Manufacturas de baja tecnología,1068018.47,141636.74
11,Jamaica,JAMAICA,Manufacturas de tecnología media,599574,323621.08999999997
11,Jamaica,JAMAICA,Otras transacciones,6364.2,124
11,Japón,JAPON,Bienes primarios,41728585.16,4570576.85
11,Japón,JAPON,Manufacturas basadas en recursos naturales,1580168.28,58943.31
11,Japón,JAPON,Manufacturas de alta tecnología,273099.22,54681.96
11,Japón,JAPON,Manufacturas de baja tecnología,232627.16,3080.2
11,Japón,JAPON,Manufacturas de tecnología media,4235480.7700000005,1191668.81
11,Jordania,JORDANIA,Bienes primarios,1398653.9200000002,153848
11,Kazajstán,KAZAJSTAN,Bienes primarios,1395293.64,242122.75000000003
11,Kenia,KENIA,Bienes primarios,39219.189999999995,2630.48
11,Kenia,KENIA,Manufacturas de alta tecnología,34570,940
11,Kirguizistán,KIRGUIZISTAN,Bienes primarios,35922.25,7135.25
11,Kuwait,KUWAIT,Bienes primarios,302431.57999999996,45815.22
11,Kuwait,KUWAIT,Manufacturas basadas en recursos naturales,242396,25019.92
11,Kuwait,KUWAIT,Manufacturas de baja tecnología,55670.5,854.23
11,Kuwait,KUWAIT,Manufacturas de tecnología media,1158.3,14.84
11,Kuwait,KUWAIT,Otras transacciones,100,0.04
11,Letonia,LETONIA,Bienes primarios,1033637.8,127823
11,Liberia,LIBERIA,Manufacturas basadas en recursos naturales,76634.6,46496.53
11,Lituania,LITUANIA,Bienes primarios,180502.12,19236
11,Lituania,LITUANIA,Manufacturas basadas en recursos naturales,48786,45664.9
11,Líbano,LIBANO,Bienes primarios,880580.11,97726
11,Líbano,LIBANO,Manufacturas de baja tecnología,12300,9286.25
11,Macedonia,MACEDONIA,Bienes primarios,58253.94,250
11,Madagascar,MADAGASCAR,Manufacturas basadas en recursos naturales,39153,23211.8
11,Malaysia,MALAYSIA,Bienes primarios,7289836.55,825222
11,Malaysia,MALAYSIA,Manufacturas basadas en recursos naturales,6951272.65,20703085.84
11,Malaysia,MALAYSIA,Manufacturas de baja tecnología,56642.82,6555
11,Malaysia,MALAYSIA,Manufacturas de tecnología media,55168.55,114938
11,Malta,MALTA,Bienes primarios,65401.87,75
11,Malí,MALI,Manufacturas basadas en recursos naturales,137085.6,69556.03
11,Marruecos,MARRUECOS,Bienes primarios,173020.02,19193
11,Marruecos,MARRUECOS,Manufacturas basadas en recursos naturales,2669.11,1000
11,Marruecos,MARRUECOS,Manufacturas de tecnología media,234780,300000
11,Mauricio,MAURICIO,Bienes primarios,43681,7169
11,Mauricio,MAURICIO,Manufacturas de baja tecnología,20106,59.97
11,Moldavia,MOLDAVIA,Bienes primarios,26101,3081
11,Mongolia,MONGOLIA,Manufacturas de baja tecnología,4922.08,34.38
11,Mozambique,MOZAMBIQUE,Manufacturas basadas en recursos naturales,161883,101480
11,México,MEXICO,Bienes primarios,54465209.49,273325029.31
11,México,MEXICO,Manufacturas basadas en recursos naturales,16930067,12256490.08
11,México,MEXICO,Manufacturas de alta tecnología,9065170.85,849871.38
11,México,MEXICO,Manufacturas de baja tecnología,16156455.41,2981170.68
11,México,MEXICO,Manufacturas de tecnología media,49380903.76,7344660.82
11,México,MEXICO,Otras transacciones,616334.4400000001,12932.45
11,Nicaragua,NICARAGUA,Bienes primarios,180644.24,180002.97
11,Nicaragua,NICARAGUA,Manufacturas basadas en recursos naturales,1397323.01,1220554.14
11,Nicaragua,NICARAGUA,Manufacturas de alta tecnología,1254858.74,16339.800000000001
11,Nicaragua,NICARAGUA,Manufacturas de baja tecnología,1152871.01,110443.53
11,Nicaragua,NICARAGUA,Manufacturas de tecnología media,1247948.9,666448.47
11,Nicaragua,NICARAGUA,Otras transacciones,307.45,179.45000000000002
11,Nigeria,NIGERIA,Bienes primarios,374999.31,611125
11,Nigeria,NIGERIA,Manufacturas basadas en recursos naturales,89421.12000000001,43977.6
11,Nigeria,NIGERIA,Manufacturas de baja tecnología,2.4,4.79
11,Nigeria,NIGERIA,Otras transacciones,54.1,34.89
11,Noruega,NORUEGA,Bienes primarios,2744222.06,417443
11,Noruega,NORUEGA,Manufacturas basadas en recursos naturales,4799260.9799999995,20606450
11,Noruega,NORUEGA,Manufacturas de alta tecnología,30000,50
11,Noruega,NORUEGA,Manufacturas de baja tecnología,73723.57,24133.97
11,Noruega,NORUEGA,Manufacturas de tecnología media,18751.81,200.25
11,Nueva Zelanda,NUEVA ZELANDA,Bienes primarios,1901477.21,225258
11,Nueva Zelanda,NUEVA ZELANDA,Manufacturas basadas en recursos naturales,21768.6,11076.68
11,Nueva Zelanda,NUEVA ZELANDA,Manufacturas de alta tecnología,92173.92,2851.27
11,Nueva Zelanda,NUEVA ZELANDA,Manufacturas de baja tecnología,61590,3117.25
11,Omán,OMAN,Bienes primarios,53344.78,2806
11,Omán,OMAN,Manufacturas basadas en recursos naturales,8853.5,875.01
11,Omán,OMAN,Manufacturas de baja tecnología,1980,17
11,Pakistán,PAKISTAN,Manufacturas basadas en recursos naturales,88153.00000000001,78728
11,Pakistán,PAKISTAN,Manufacturas de tecnología media,118000,52500
11,Panamá,PANAMA,Bienes primarios,90664345.69,274019561.49
11,Panamá,PANAMA,Manufacturas basadas en recursos naturales,10636811.32,7606057.7700000005
11,Panamá,PANAMA,Manufacturas de alta tecnología,7465153.77,673040.46
11,Panamá,PANAMA,Manufacturas de baja tecnología,7828800.94,1654666.38
11,Panamá,PANAMA,Manufacturas de tecnología media,10351811.34,2075953
11,Panamá,PANAMA,Otras transacciones,440777.72,36755.13
11,Paraguay,PARAGUAY,Bienes primarios,329347.08999999997,17130.51
11,Paraguay,PARAGUAY,Manufacturas basadas en recursos naturales,179238.34999999998,203947.24000000002
11,Paraguay,PARAGUAY,Manufacturas de alta tecnología,173785.09,68552.48000000001
11,Paraguay,PARAGUAY,Manufacturas de baja tecnología,447046.11,73547.28
11,Paraguay,PARAGUAY,Manufacturas de tecnología media,703266.55,197952.97
11,Paraguay,PARAGUAY,Otras transacciones,7113.0599999999995,589.42
11,Países Bajos,PAISES BAJOS,Bienes primarios,111465194.5,707921718.3
11,Países Bajos,PAISES BAJOS,Manufacturas basadas en recursos naturales,4411856.08,4275143.88
11,Países Bajos,PAISES BAJOS,Manufacturas de alta tecnología,1359743.43,29424.629999999997
11,Países Bajos,PAISES BAJOS,Manufacturas de baja tecnología,949657.79,81564.95999999999
11,Países Bajos,PAISES BAJOS,Manufacturas de tecnología media,7200666.48,2576495.9
11,Países Bajos,PAISES BAJOS,Otras transacciones,1,6
11,Perú,PERU,Bienes primarios,6967985.13,2039044.25
11,Perú,PERU,Manufacturas basadas en recursos naturales,19280978.95,18093996.73
11,Perú,PERU,Manufacturas de alta tecnología,5257569.27,567182.89
11,Perú,PERU,Manufacturas de baja tecnología,14681063.45,2342093.69
11,Perú,PERU,Manufacturas de tecnología media,33891831.66,11285472.38
11,Perú,PERU,Otras transacciones,374142.73,73276.3
11,Polonia,POLONIA,Bienes primarios,21961561.8,221219230.82
11,Polonia,POLONIA,Manufacturas basadas en recursos naturales,62254.25,100026.82
11,Polonia,POLONIA,Manufacturas de alta tecnología,119669.6,1766.01
11,Polonia,POLONIA,Manufacturas de baja tecnología,0.03,0.01
11,Polonia,POLONIA,Manufacturas de tecnología media,8781.64,129.1
11,Portugal,PORTUGAL,Bienes primarios,4735443.89,7104859.7
11,Portugal,PORTUGAL,Manufacturas basadas en recursos naturales,182000,280000
11,Portugal,PORTUGAL,Manufacturas de tecnología media,454941.54,464675
11,Qatar,QATAR,Bienes primarios,372835.51,30649.22
11,Qatar,QATAR,Manufacturas basadas en recursos naturales,17230.52,2176
11,Qatar,QATAR,Manufacturas de alta tecnología,8165.2,445.05
11,Qatar,QATAR,Manufacturas de baja tecnología,11638.01,48.160000000000004
11,Reino Unido,REINO UNIDO,Bienes primarios,42545804.35,71783858.36
11,Reino Unido,REINO UNIDO,Manufacturas basadas en recursos naturales,3831706.4,2424231.67
11,Reino Unido,REINO UNIDO,Manufacturas de alta tecnología,195025.5,3619.0299999999997
11,Reino Unido,REINO UNIDO,Manufacturas de baja tecnología,412623.27999999997,23827.2
11,Reino Unido,REINO UNIDO,Manufacturas de tecnología media,356575.98,110281.45
11,Reino Unido,REINO UNIDO,Otras transacciones,16155.5,686.53
11,Rep democrática Del Congo,REP DEMOCRATICA DEL CONGO,Bienes primarios,45494.88,27990
11,Rep democrática Del Congo,REP DEMOCRATICA DEL CONGO,Manufacturas basadas en recursos naturales,79969,45373.44
11,Rep democrática Del Congo,REP DEMOCRATICA DEL CONGO,Manufacturas de baja tecnología,280807.95,4414.3099999999995
11,República Checa,REPUBLICA CHECA,Bienes primarios,403786.86,59929.15
11,República Checa,REPUBLICA CHECA,Manufacturas basadas en recursos naturales,14543,765
11,República Checa,REPUBLICA CHECA,Manufacturas de alta tecnología,7843,6
11,República Checa,REPUBLICA CHECA,Manufacturas de baja tecnología,23557.170000000002,583.79
11,República Del Congo,REPUBLICA DEL CONGO,Manufacturas basadas en recursos naturales,434512.34,220600.79
11,República Del Congo,REPUBLICA DEL CONGO,Manufacturas de alta tecnología,9350,59.84999999999999
11,República Del Congo,REPUBLICA DEL CONGO,Manufacturas de baja tecnología,10057.300000000001,185.88
11,República Del Congo,REPUBLICA DEL CONGO,Manufacturas de tecnología media,2229.12,37.67
11,República Del Congo,REPUBLICA DEL CONGO,Otras transacciones,21.6,43.2
11,República Dominicana,REPUBLICA DOMINICANA,Bienes primarios,25449367.130000003,312741677.27
11,República Dominicana,REPUBLICA DOMINICANA,Manufacturas basadas en recursos naturales,7398277.6899999995,6896633.91
11,República Dominicana,REPUBLICA DOMINICANA,Manufacturas de alta tecnología,2572270.46,524665.75
11,República Dominicana,REPUBLICA DOMINICANA,Manufacturas de baja tecnología,6565912.15,1370821.1
11,República Dominicana,REPUBLICA DOMINICANA,Manufacturas de tecnología media,9006517.48,3520574.17
11,República Dominicana,REPUBLICA DOMINICANA,Otras transacciones,1312801.44,417028.9
11,Rumania,RUMANIA,Bienes primarios,2048716.42,270437.14
11,Rumania,RUMANIA,Manufacturas basadas en recursos naturales,219400.89,104317.6
